"election_cycle","report_date","region","elections","keyword","spend_usd"
"US-Federal-2018",2019-11-11,"US","US-Federal","elizabeth warren",962200
"US-Federal-2018",2019-11-04,"US","US-Federal","elizabeth warren",952600
"US-Federal-2018",2019-10-28,"US","US-Federal","elizabeth warren",939000
"US-Federal-2018",2019-10-21,"US","US-Federal","elizabeth warren",934100
"US-Federal-2018",2019-10-14,"US","US-Federal","elizabeth warren",909300
"US-Federal-2018",2019-10-07,"US","US-Federal","elizabeth warren",908600
"US-Federal-2018",2019-09-30,"US","US-Federal","elizabeth warren",887700
"US-Federal-2018",2019-09-23,"US","US-Federal","elizabeth warren",858800
"US-Federal-2018",2019-09-16,"US","US-Federal","elizabeth warren",834600
"US-Federal-2018",2019-09-02,"US","US-Federal","elizabeth warren",804800
"US-Federal-2018",2019-08-26,"US","US-Federal","elizabeth warren",788300
"US-Federal-2018",2019-08-19,"US","US-Federal","elizabeth warren",764300
"US-Federal-2018",2019-08-12,"US","US-Federal","elizabeth warren",739400
"US-Federal-2018",2019-08-05,"US","US-Federal","elizabeth warren",717200
"US-Federal-2018",2019-07-29,"US","US-Federal","elizabeth warren",640200
"US-Federal-2018",2019-07-22,"US","US-Federal","elizabeth warren",630800
"US-Federal-2018",2019-07-15,"US","US-Federal","elizabeth warren",606800
"US-Federal-2018",2019-07-08,"US","US-Federal","elizabeth warren",580500
"US-Federal-2018",2019-07-01,"US","US-Federal","elizabeth warren",540300
"US-Federal-2018",2019-06-24,"US","US-Federal","beto o rourke",451700
"US-Federal-2018",2019-06-17,"US","US-Federal","beto o rourke",427900
"US-Federal-2018",2019-06-10,"US","US-Federal","beto o rourke",402000
"US-Federal-2018",2019-06-03,"US","US-Federal","beto o rourke",385000
"US-Federal-2018",2019-05-27,"US","US-Federal","beto o rourke",383900
"US-Federal-2018",2019-05-20,"US","US-Federal","beto o rourke",373900
"US-Federal-2018",2019-05-13,"US","US-Federal","beto o rourke",339400
"US-Federal-2018",2019-05-06,"US","US-Federal","beto o rourke",296000
"US-Federal-2018",2019-04-29,"US","US-Federal","beto o rourke",296000
"US-Federal-2018",2019-04-22,"US","US-Federal","beto o rourke",296000
"US-Federal-2018",2019-04-15,"US","US-Federal","beto o rourke",296000
"US-Federal-2018",2019-04-08,"US","US-Federal","beto o rourke",296000
"US-Federal-2018",2019-04-01,"US","US-Federal","beto o rourke",296000
"US-Federal-2018",2019-03-25,"US","US-Federal","beto o rourke",296000
"US-Federal-2018",2019-03-24,"US","US-Federal","beto o rourke",296000
"US-Federal-2018",2019-03-18,"US","US-Federal","beto o rourke",291000
"US-Federal-2018",2019-03-11,"US","US-Federal","beto o rourke",277800
"US-Federal-2018",2019-02-24,"US","US-Federal","beto o rourke",255900
"US-Federal-2018",2019-02-18,"US","US-Federal","beto o rourke",241100
"US-Federal-2018",2019-02-11,"US","US-Federal","beto o rourke",224800
"US-Federal-2018",2019-02-04,"US","US-Federal","beto o rourke",178200
"US-Federal-2018",2019-01-28,"US","US-Federal","beto o rourke",165500
"US-Federal-2018",2019-01-21,"US","US-Federal","beto o rourke",149400
"US-Federal-2018",2019-01-14,"US","US-Federal","beto o rourke",148800
"US-Federal-2018",2019-01-07,"US","US-Federal","beto o rourke",148800
"US-Federal-2018",2018-12-10,"US","US-Federal","beto o rourke",148700
"US-Federal-2018",2018-12-03,"US","US-Federal","beto o rourke",149400
"US-Federal-2018",2018-11-26,"US","US-Federal","beto o rourke",148200
"US-Federal-2018",2018-11-19,"US","US-Federal","beto o rourke",148200
"US-Federal-2018",2018-11-12,"US","US-Federal","beto o rourke",148200
"US-Federal-2018",2018-11-05,"US","US-Federal","beto o rourke",143600
"US-Federal-2018",2018-10-29,"US","US-Federal","beto o rourke",123500
"US-Federal-2018",2018-10-22,"US","US-Federal","beto o rourke",99700
"US-Federal-2018",2018-10-15,"US","US-Federal","beto o rourke",81000
"US-Federal-2018",2018-10-09,"US","US-Federal","beto o rourke",74200
"US-Federal-2018",2018-10-01,"US","US-Federal","beto o rourke",52400
"US-Federal-2018",2018-09-24,"US","US-Federal","beto o rourke",49700
"US-Federal-2018",2018-09-17,"US","US-Federal","beto o rourke",47500
"US-Federal-2018",2018-09-10,"US","US-Federal","ron desantis",71200
"US-Federal-2018",2018-09-03,"US","US-Federal","ron desantis",59300
"US-Federal-2018",2018-08-27,"US","US-Federal","ron desantis",45100
"US-Federal-2018",2018-08-13,"US","US-Federal","aclu",33700
"US-Federal-2018",2019-12-02,"US","US-Federal","pete buttigieg",964900
"US-Federal-2018",2019-11-25,"US","US-Federal","pete buttigieg",964300
"US-Federal-2018",2019-11-20,"US","US-Federal","pete buttigieg",962900
"US-Federal-2018",2019-11-18,"US","US-Federal","pete buttigieg",962800
"US-Federal-2018",2019-11-11,"US","US-Federal","pete buttigieg",962200
"US-Federal-2018",2019-11-04,"US","US-Federal","pete buttigieg",952600
"US-Federal-2018",2019-10-28,"US","US-Federal","pete buttigieg",939000
"US-Federal-2018",2019-10-21,"US","US-Federal","pete buttigieg",934100
"US-Federal-2018",2019-10-14,"US","US-Federal","pete buttigieg",909300
"US-Federal-2018",2019-10-07,"US","US-Federal","pete buttigieg",908600
"US-Federal-2018",2019-09-30,"US","US-Federal","pete buttigieg",887700
"US-Federal-2018",2019-09-23,"US","US-Federal","pete buttigieg",858800
"US-Federal-2018",2019-09-16,"US","US-Federal","pete buttigieg",834600
"US-Federal-2018",2019-09-02,"US","US-Federal","kamala harris",804800
"US-Federal-2018",2019-08-26,"US","US-Federal","kamala harris",788300
"US-Federal-2018",2019-08-19,"US","US-Federal","kamala harris",764300
"US-Federal-2018",2019-08-12,"US","US-Federal","kamala harris",739400
"US-Federal-2018",2019-08-05,"US","US-Federal","kamala harris",717200
"US-Federal-2018",2019-07-29,"US","US-Federal","pete buttigieg",640200
"US-Federal-2018",2019-07-22,"US","US-Federal","beto o rourke",630800
"US-Federal-2018",2019-07-15,"US","US-Federal","beto o rourke",606800
"US-Federal-2018",2019-07-08,"US","US-Federal","beto o rourke",580500
"US-Federal-2018",2019-07-01,"US","US-Federal","beto o rourke",540300
"US-Federal-2018",2019-06-24,"US","US-Federal","elizabeth warren",451700
"US-Federal-2018",2019-06-17,"US","US-Federal","elizabeth warren",427900
"US-Federal-2018",2019-06-10,"US","US-Federal","elizabeth warren",402000
"US-Federal-2018",2019-06-03,"US","US-Federal","elizabeth warren",385000
"US-Federal-2018",2019-05-27,"US","US-Federal","elizabeth warren",383900
"US-Federal-2018",2019-05-20,"US","US-Federal","elizabeth warren",373900
"US-Federal-2018",2019-05-13,"US","US-Federal","elizabeth warren",339400
"US-Federal-2018",2019-05-06,"US","US-Federal","elizabeth warren",296000
"US-Federal-2018",2019-04-29,"US","US-Federal","elizabeth warren",296000
"US-Federal-2018",2019-04-22,"US","US-Federal","elizabeth warren",296000
"US-Federal-2018",2019-04-15,"US","US-Federal","elizabeth warren",296000
"US-Federal-2018",2019-04-08,"US","US-Federal","elizabeth warren",296000
"US-Federal-2018",2019-04-01,"US","US-Federal","elizabeth warren",296000
"US-Federal-2018",2019-03-25,"US","US-Federal","elizabeth warren",296000
"US-Federal-2018",2019-03-24,"US","US-Federal","elizabeth warren",296000
"US-Federal-2018",2019-03-18,"US","US-Federal","rick scott",291000
"US-Federal-2018",2019-03-11,"US","US-Federal","rick scott",277800
"US-Federal-2018",2019-02-24,"US","US-Federal","rick scott",255900
"US-Federal-2018",2019-02-18,"US","US-Federal","rick scott",241100
"US-Federal-2018",2019-02-11,"US","US-Federal","rick scott",224800
"US-Federal-2018",2019-02-04,"US","US-Federal","rick scott",178200
"US-Federal-2018",2019-01-28,"US","US-Federal","rick scott",165500
"US-Federal-2018",2019-01-21,"US","US-Federal","rick scott",149400
"US-Federal-2018",2019-01-14,"US","US-Federal","rick scott",148800
"US-Federal-2018",2019-01-07,"US","US-Federal","rick scott",148800
"US-Federal-2018",2018-12-10,"US","US-Federal","rick scott",148700
"US-Federal-2018",2018-12-03,"US","US-Federal","rick scott",149400
"US-Federal-2018",2018-11-26,"US","US-Federal","rick scott",148200
"US-Federal-2018",2018-11-19,"US","US-Federal","rick scott",148200
"US-Federal-2018",2018-11-12,"US","US-Federal","rick scott",148200
"US-Federal-2018",2018-11-05,"US","US-Federal","rick scott",143600
"US-Federal-2018",2018-10-29,"US","US-Federal","rick scott",123500
"US-Federal-2018",2018-10-22,"US","US-Federal","rick scott",99700
"US-Federal-2018",2018-10-15,"US","US-Federal","rick scott",81000
"US-Federal-2018",2018-10-09,"US","US-Federal","rick scott",74200
"US-Federal-2018",2018-10-01,"US","US-Federal","rick scott",52400
"US-Federal-2018",2018-09-24,"US","US-Federal","rick scott",49700
"US-Federal-2018",2018-09-17,"US","US-Federal","rick scott",47500
"US-Federal-2018",2018-09-10,"US","US-Federal","rick scott",71200
"US-Federal-2018",2018-09-03,"US","US-Federal","rick scott",59300
"US-Federal-2018",2018-08-27,"US","US-Federal","rick scott",45100
"US-Federal-2018",2018-08-13,"US","US-Federal","diane black",33700
"US-Federal-2018",2019-12-02,"US","US-Federal","kamala harris",964900
"US-Federal-2018",2019-11-25,"US","US-Federal","kamala harris",964300
"US-Federal-2018",2019-11-20,"US","US-Federal","kamala harris",962900
"US-Federal-2018",2019-11-18,"US","US-Federal","kamala harris",962800
"US-Federal-2018",2019-11-11,"US","US-Federal","kamala harris",962200
"US-Federal-2018",2019-11-04,"US","US-Federal","kamala harris",952600
"US-Federal-2018",2019-10-28,"US","US-Federal","kamala harris",939000
"US-Federal-2018",2019-10-21,"US","US-Federal","kamala harris",934100
"US-Federal-2018",2019-10-14,"US","US-Federal","kamala harris",909300
"US-Federal-2018",2019-10-07,"US","US-Federal","kamala harris",908600
"US-Federal-2018",2019-09-30,"US","US-Federal","kamala harris",887700
"US-Federal-2018",2019-09-23,"US","US-Federal","kamala harris",858800
"US-Federal-2018",2019-09-16,"US","US-Federal","kamala harris",834600
"US-Federal-2018",2019-09-02,"US","US-Federal","pete buttigieg",804800
"US-Federal-2018",2019-08-26,"US","US-Federal","pete buttigieg",788300
"US-Federal-2018",2019-08-19,"US","US-Federal","pete buttigieg",764300
"US-Federal-2018",2019-08-12,"US","US-Federal","pete buttigieg",739400
"US-Federal-2018",2019-08-05,"US","US-Federal","pete buttigieg",717200
"US-Federal-2018",2019-07-29,"US","US-Federal","beto o rourke",640200
"US-Federal-2018",2019-07-22,"US","US-Federal","pete buttigieg",630800
"US-Federal-2018",2019-07-15,"US","US-Federal","pete buttigieg",606800
"US-Federal-2018",2019-07-08,"US","US-Federal","pete buttigieg",580500
"US-Federal-2018",2019-07-01,"US","US-Federal","pete buttigieg",540300
"US-Federal-2018",2019-06-24,"US","US-Federal","pete buttigieg",451700
"US-Federal-2018",2019-06-17,"US","US-Federal","pete buttigieg",427900
"US-Federal-2018",2019-06-10,"US","US-Federal","pete buttigieg",402000
"US-Federal-2018",2019-06-03,"US","US-Federal","pete buttigieg",385000
"US-Federal-2018",2019-05-27,"US","US-Federal","pete buttigieg",383900
"US-Federal-2018",2019-05-20,"US","US-Federal","pete buttigieg",373900
"US-Federal-2018",2019-05-13,"US","US-Federal","pete buttigieg",339400
"US-Federal-2018",2019-05-06,"US","US-Federal","rick scott",296000
"US-Federal-2018",2019-04-29,"US","US-Federal","rick scott",296000
"US-Federal-2018",2019-04-22,"US","US-Federal","rick scott",296000
"US-Federal-2018",2019-04-15,"US","US-Federal","rick scott",296000
"US-Federal-2018",2019-04-08,"US","US-Federal","rick scott",296000
"US-Federal-2018",2019-04-01,"US","US-Federal","rick scott",296000
"US-Federal-2018",2019-03-25,"US","US-Federal","rick scott",296000
"US-Federal-2018",2019-03-24,"US","US-Federal","rick scott",296000
"US-Federal-2018",2019-03-18,"US","US-Federal","elizabeth warren",291000
"US-Federal-2018",2019-03-11,"US","US-Federal","elizabeth warren",277800
"US-Federal-2018",2019-02-24,"US","US-Federal","elizabeth warren",255900
"US-Federal-2018",2019-02-18,"US","US-Federal","elizabeth warren",241100
"US-Federal-2018",2019-02-11,"US","US-Federal","elizabeth warren",224800
"US-Federal-2018",2019-02-04,"US","US-Federal","elizabeth warren",178200
"US-Federal-2018",2019-01-28,"US","US-Federal","elizabeth warren",165500
"US-Federal-2018",2019-01-21,"US","US-Federal","elizabeth warren",149400
"US-Federal-2018",2019-01-14,"US","US-Federal","ted cruz",148800
"US-Federal-2018",2019-01-07,"US","US-Federal","ted cruz",148800
"US-Federal-2018",2018-12-10,"US","US-Federal","ted cruz",148700
"US-Federal-2018",2018-12-03,"US","US-Federal","ted cruz",149400
"US-Federal-2018",2018-11-26,"US","US-Federal","ted cruz",148200
"US-Federal-2018",2018-11-19,"US","US-Federal","ted cruz",148200
"US-Federal-2018",2018-11-12,"US","US-Federal","ted cruz",148200
"US-Federal-2018",2018-11-05,"US","US-Federal","ted cruz",143600
"US-Federal-2018",2018-10-29,"US","US-Federal","beto",123500
"US-Federal-2018",2018-10-22,"US","US-Federal","beto",99700
"US-Federal-2018",2018-10-15,"US","US-Federal","phil bredesen",81000
"US-Federal-2018",2018-10-09,"US","US-Federal","heidi heitkamp",74200
"US-Federal-2018",2018-10-01,"US","US-Federal","josh hawley",52400
"US-Federal-2018",2018-09-24,"US","US-Federal","aclu",49700
"US-Federal-2018",2018-09-17,"US","US-Federal","aclu",47500
"US-Federal-2018",2018-09-10,"US","US-Federal","beto o'rourke",71200
"US-Federal-2018",2018-09-03,"US","US-Federal","beto o'rourke",59300
"US-Federal-2018",2018-08-27,"US","US-Federal","beto o'rourke",45100
"US-Federal-2018",2018-08-13,"US","US-Federal","ron desantis",33700
"US-Federal-2018",2019-12-02,"US","US-Federal","tulsi gabbard",964900
"US-Federal-2018",2019-11-25,"US","US-Federal","tulsi gabbard",964300
"US-Federal-2018",2019-11-20,"US","US-Federal","tulsi gabbard",962900
"US-Federal-2018",2019-11-18,"US","US-Federal","tulsi gabbard",962800
"US-Federal-2018",2019-11-11,"US","US-Federal","tulsi gabbard",962200
"US-Federal-2018",2019-11-04,"US","US-Federal","beto o rourke",952600
"US-Federal-2018",2019-10-28,"US","US-Federal","beto o rourke",939000
"US-Federal-2018",2019-10-21,"US","US-Federal","beto o rourke",934100
"US-Federal-2018",2019-10-14,"US","US-Federal","beto o rourke",909300
"US-Federal-2018",2019-10-07,"US","US-Federal","beto o rourke",908600
"US-Federal-2018",2019-09-30,"US","US-Federal","beto o rourke",887700
"US-Federal-2018",2019-09-23,"US","US-Federal","beto o rourke",858800
"US-Federal-2018",2019-09-16,"US","US-Federal","beto o rourke",834600
"US-Federal-2018",2019-09-02,"US","US-Federal","beto o rourke",804800
"US-Federal-2018",2019-08-26,"US","US-Federal","beto o rourke",788300
"US-Federal-2018",2019-08-19,"US","US-Federal","beto o rourke",764300
"US-Federal-2018",2019-08-12,"US","US-Federal","beto o rourke",739400
"US-Federal-2018",2019-08-05,"US","US-Federal","beto o rourke",717200
"US-Federal-2018",2019-07-29,"US","US-Federal","kamala harris",640200
"US-Federal-2018",2019-07-22,"US","US-Federal","kamala harris",630800
"US-Federal-2018",2019-07-15,"US","US-Federal","kamala harris",606800
"US-Federal-2018",2019-07-08,"US","US-Federal","kamala harris",580500
"US-Federal-2018",2019-07-01,"US","US-Federal","kamala harris",540300
"US-Federal-2018",2019-06-24,"US","US-Federal","joe biden",451700
"US-Federal-2018",2019-06-17,"US","US-Federal","rick scott",427900
"US-Federal-2018",2019-06-10,"US","US-Federal","rick scott",402000
"US-Federal-2018",2019-06-03,"US","US-Federal","rick scott",385000
"US-Federal-2018",2019-05-27,"US","US-Federal","rick scott",383900
"US-Federal-2018",2019-05-20,"US","US-Federal","rick scott",373900
"US-Federal-2018",2019-05-13,"US","US-Federal","rick scott",339400
"US-Federal-2018",2019-05-06,"US","US-Federal","pete buttigieg",296000
"US-Federal-2018",2019-04-29,"US","US-Federal","pete buttigieg",296000
"US-Federal-2018",2019-04-22,"US","US-Federal","pete buttigieg",296000
"US-Federal-2018",2019-04-15,"US","US-Federal","beto",296000
"US-Federal-2018",2019-04-08,"US","US-Federal","beto",296000
"US-Federal-2018",2019-04-01,"US","US-Federal","beto",296000
"US-Federal-2018",2019-03-25,"US","US-Federal","beto",296000
"US-Federal-2018",2019-03-24,"US","US-Federal","beto",296000
"US-Federal-2018",2019-03-18,"US","US-Federal","beto",291000
"US-Federal-2018",2019-03-11,"US","US-Federal","ted cruz",277800
"US-Federal-2018",2019-02-24,"US","US-Federal","ted cruz",255900
"US-Federal-2018",2019-02-18,"US","US-Federal","ted cruz",241100
"US-Federal-2018",2019-02-11,"US","US-Federal","ted cruz",224800
"US-Federal-2018",2019-02-04,"US","US-Federal","ted cruz",178200
"US-Federal-2018",2019-01-28,"US","US-Federal","ted cruz",165500
"US-Federal-2018",2019-01-21,"US","US-Federal","ted cruz",149400
"US-Federal-2018",2019-01-14,"US","US-Federal","bill nelson",148800
"US-Federal-2018",2019-01-07,"US","US-Federal","bill nelson",148800
"US-Federal-2018",2018-12-10,"US","US-Federal","bill nelson",148700
"US-Federal-2018",2018-12-03,"US","US-Federal","bill nelson",149400
"US-Federal-2018",2018-11-26,"US","US-Federal","josh hawley",148200
"US-Federal-2018",2018-11-19,"US","US-Federal","josh hawley",148200
"US-Federal-2018",2018-11-12,"US","US-Federal","josh hawley",148200
"US-Federal-2018",2018-11-05,"US","US-Federal","josh hawley",143600
"US-Federal-2018",2018-10-29,"US","US-Federal","ted cruz",123500
"US-Federal-2018",2018-10-22,"US","US-Federal","phil bredesen",99700
"US-Federal-2018",2018-10-15,"US","US-Federal","heidi heitkamp",81000
"US-Federal-2018",2018-10-09,"US","US-Federal","ted cruz",74200
"US-Federal-2018",2018-10-01,"US","US-Federal","aclu",52400
"US-Federal-2018",2018-09-24,"US","US-Federal","ron desantis",49700
"US-Federal-2018",2018-09-17,"US","US-Federal","ron desantis",47500
"US-Federal-2018",2018-09-10,"US","US-Federal","beto o rourke",71200
"US-Federal-2018",2018-09-03,"US","US-Federal","beto o rourke",59300
"US-Federal-2018",2018-08-27,"US","US-Federal","aclu",45100
"US-Federal-2018",2018-08-13,"US","US-Federal","beto o'rourke",33700
"US-Federal-2018",2019-12-02,"US","US-Federal","donald trump",964900
"US-Federal-2018",2019-11-25,"US","US-Federal","donald trump",964300
"US-Federal-2018",2019-11-20,"US","US-Federal","beto o rourke",962900
"US-Federal-2018",2019-11-18,"US","US-Federal","beto o rourke",962800
"US-Federal-2018",2019-11-11,"US","US-Federal","beto o rourke",962200
"US-Federal-2018",2019-11-04,"US","US-Federal","tulsi gabbard",952600
"US-Federal-2018",2019-10-28,"US","US-Federal","tulsi gabbard",939000
"US-Federal-2018",2019-10-21,"US","US-Federal","tulsi gabbard",934100
"US-Federal-2018",2019-10-14,"US","US-Federal","donald trump",909300
"US-Federal-2018",2019-10-07,"US","US-Federal","tulsi gabbard",908600
"US-Federal-2018",2019-09-30,"US","US-Federal","tulsi gabbard",887700
"US-Federal-2018",2019-09-23,"US","US-Federal","tulsi gabbard",858800
"US-Federal-2018",2019-09-16,"US","US-Federal","tulsi gabbard",834600
"US-Federal-2018",2019-09-02,"US","US-Federal","tulsi gabbard",804800
"US-Federal-2018",2019-08-26,"US","US-Federal","tulsi gabbard",788300
"US-Federal-2018",2019-08-19,"US","US-Federal","tulsi gabbard",764300
"US-Federal-2018",2019-08-12,"US","US-Federal","tulsi gabbard",739400
"US-Federal-2018",2019-08-05,"US","US-Federal","tulsi gabbard",717200
"US-Federal-2018",2019-07-29,"US","US-Federal","joe biden",640200
"US-Federal-2018",2019-07-22,"US","US-Federal","joe biden",630800
"US-Federal-2018",2019-07-15,"US","US-Federal","joe biden",606800
"US-Federal-2018",2019-07-08,"US","US-Federal","joe biden",580500
"US-Federal-2018",2019-07-01,"US","US-Federal","joe biden",540300
"US-Federal-2018",2019-06-24,"US","US-Federal","rick scott",451700
"US-Federal-2018",2019-06-17,"US","US-Federal","joe biden",427900
"US-Federal-2018",2019-06-10,"US","US-Federal","joe biden",402000
"US-Federal-2018",2019-06-03,"US","US-Federal","joe biden",385000
"US-Federal-2018",2019-05-27,"US","US-Federal","joe biden",383900
"US-Federal-2018",2019-05-20,"US","US-Federal","joe biden",373900
"US-Federal-2018",2019-05-13,"US","US-Federal","joe biden",339400
"US-Federal-2018",2019-05-06,"US","US-Federal","joe biden",296000
"US-Federal-2018",2019-04-29,"US","US-Federal","beto",296000
"US-Federal-2018",2019-04-22,"US","US-Federal","beto",296000
"US-Federal-2018",2019-04-15,"US","US-Federal","aclu",296000
"US-Federal-2018",2019-04-08,"US","US-Federal","aclu",296000
"US-Federal-2018",2019-04-01,"US","US-Federal","aclu",296000
"US-Federal-2018",2019-03-25,"US","US-Federal","aclu",296000
"US-Federal-2018",2019-03-24,"US","US-Federal","aclu",296000
"US-Federal-2018",2019-03-18,"US","US-Federal","vote",291000
"US-Federal-2018",2019-03-11,"US","US-Federal","aclu",277800
"US-Federal-2018",2019-02-24,"US","US-Federal","bill nelson",255900
"US-Federal-2018",2019-02-18,"US","US-Federal","bill nelson",241100
"US-Federal-2018",2019-02-11,"US","US-Federal","bill nelson",224800
"US-Federal-2018",2019-02-04,"US","US-Federal","bill nelson",178200
"US-Federal-2018",2019-01-28,"US","US-Federal","bill nelson",165500
"US-Federal-2018",2019-01-21,"US","US-Federal","bill nelson",149400
"US-Federal-2018",2019-01-14,"US","US-Federal","elizabeth warren",148800
"US-Federal-2018",2019-01-07,"US","US-Federal","heidi heitkamp",148800
"US-Federal-2018",2018-12-10,"US","US-Federal","josh hawley",148700
"US-Federal-2018",2018-12-03,"US","US-Federal","heidi heitkamp",149400
"US-Federal-2018",2018-11-26,"US","US-Federal","bill nelson",148200
"US-Federal-2018",2018-11-19,"US","US-Federal","bill nelson",148200
"US-Federal-2018",2018-11-12,"US","US-Federal","bill nelson",148200
"US-Federal-2018",2018-11-05,"US","US-Federal","beto",143600
"US-Federal-2018",2018-10-29,"US","US-Federal","phil bredesen",123500
"US-Federal-2018",2018-10-22,"US","US-Federal","ted cruz",99700
"US-Federal-2018",2018-10-15,"US","US-Federal","ted cruz",81000
"US-Federal-2018",2018-10-09,"US","US-Federal","phil bredesen",74200
"US-Federal-2018",2018-10-01,"US","US-Federal","ted cruz",52400
"US-Federal-2018",2018-09-24,"US","US-Federal","josh hawley",49700
"US-Federal-2018",2018-09-17,"US","US-Federal","josh hawley",47500
"US-Federal-2018",2018-09-10,"US","US-Federal","aclu",71200
"US-Federal-2018",2018-09-03,"US","US-Federal","aclu",59300
"US-Federal-2018",2018-08-27,"US","US-Federal","diane black",45100
"US-Federal-2018",2018-08-13,"US","US-Federal","rick scott",33700
"US-Federal-2018",2019-12-02,"US","US-Federal","beto o rourke",964900
"US-Federal-2018",2019-11-25,"US","US-Federal","beto o rourke",964300
"US-Federal-2018",2019-11-20,"US","US-Federal","donald trump",962900
"US-Federal-2018",2019-11-18,"US","US-Federal","donald trump",962800
"US-Federal-2018",2019-11-11,"US","US-Federal","donald trump",962200
"US-Federal-2018",2019-11-04,"US","US-Federal","donald trump",952600
"US-Federal-2018",2019-10-28,"US","US-Federal","donald trump",939000
"US-Federal-2018",2019-10-21,"US","US-Federal","donald trump",934100
"US-Federal-2018",2019-10-14,"US","US-Federal","tulsi gabbard",909300
"US-Federal-2018",2019-10-07,"US","US-Federal","donald trump",908600
"US-Federal-2018",2019-09-30,"US","US-Federal","joe biden",887700
"US-Federal-2018",2019-09-23,"US","US-Federal","joe biden",858800
"US-Federal-2018",2019-09-16,"US","US-Federal","joe biden",834600
"US-Federal-2018",2019-09-02,"US","US-Federal","joe biden",804800
"US-Federal-2018",2019-08-26,"US","US-Federal","joe biden",788300
"US-Federal-2018",2019-08-19,"US","US-Federal","joe biden",764300
"US-Federal-2018",2019-08-12,"US","US-Federal","joe biden",739400
"US-Federal-2018",2019-08-05,"US","US-Federal","joe biden",717200
"US-Federal-2018",2019-07-29,"US","US-Federal","rick scott",640200
"US-Federal-2018",2019-07-22,"US","US-Federal","rick scott",630800
"US-Federal-2018",2019-07-15,"US","US-Federal","rick scott",606800
"US-Federal-2018",2019-07-08,"US","US-Federal","rick scott",580500
"US-Federal-2018",2019-07-01,"US","US-Federal","rick scott",540300
"US-Federal-2018",2019-06-24,"US","US-Federal","kamala harris",451700
"US-Federal-2018",2019-06-17,"US","US-Federal","kamala harris",427900
"US-Federal-2018",2019-06-10,"US","US-Federal","kamala harris",402000
"US-Federal-2018",2019-06-03,"US","US-Federal","aclu",385000
"US-Federal-2018",2019-05-27,"US","US-Federal","aclu",383900
"US-Federal-2018",2019-05-20,"US","US-Federal","aclu",373900
"US-Federal-2018",2019-05-13,"US","US-Federal","aclu",339400
"US-Federal-2018",2019-05-06,"US","US-Federal","aclu",296000
"US-Federal-2018",2019-04-29,"US","US-Federal","aclu",296000
"US-Federal-2018",2019-04-22,"US","US-Federal","aclu",296000
"US-Federal-2018",2019-04-15,"US","US-Federal","ted cruz",296000
"US-Federal-2018",2019-04-08,"US","US-Federal","vote",296000
"US-Federal-2018",2019-04-01,"US","US-Federal","ted cruz",296000
"US-Federal-2018",2019-03-25,"US","US-Federal","vote",296000
"US-Federal-2018",2019-03-24,"US","US-Federal","vote",296000
"US-Federal-2018",2019-03-18,"US","US-Federal","ted cruz",291000
"US-Federal-2018",2019-03-11,"US","US-Federal","vote",277800
"US-Federal-2018",2019-02-24,"US","US-Federal","heidi heitkamp",255900
"US-Federal-2018",2019-02-18,"US","US-Federal","heidi heitkamp",241100
"US-Federal-2018",2019-02-11,"US","US-Federal","heidi heitkamp",224800
"US-Federal-2018",2019-02-04,"US","US-Federal","heidi heitkamp",178200
"US-Federal-2018",2019-01-28,"US","US-Federal","heidi heitkamp",165500
"US-Federal-2018",2019-01-21,"US","US-Federal","heidi heitkamp",149400
"US-Federal-2018",2019-01-14,"US","US-Federal","heidi heitkamp",148800
"US-Federal-2018",2019-01-07,"US","US-Federal","josh hawley",148800
"US-Federal-2018",2018-12-10,"US","US-Federal","beto",148700
"US-Federal-2018",2018-12-03,"US","US-Federal","josh hawley",149400
"US-Federal-2018",2018-11-26,"US","US-Federal","heidi heitkamp",148200
"US-Federal-2018",2018-11-19,"US","US-Federal","heidi heitkamp",148200
"US-Federal-2018",2018-11-12,"US","US-Federal","heidi heitkamp",148200
"US-Federal-2018",2018-11-05,"US","US-Federal","heidi heitkamp",143600
"US-Federal-2018",2018-10-29,"US","US-Federal","heidi heitkamp",123500
"US-Federal-2018",2018-10-22,"US","US-Federal","heidi heitkamp",99700
"US-Federal-2018",2018-10-15,"US","US-Federal","beto",81000
"US-Federal-2018",2018-10-09,"US","US-Federal","josh hawley",74200
"US-Federal-2018",2018-10-01,"US","US-Federal","bill nelson",52400
"US-Federal-2018",2018-09-24,"US","US-Federal","bill nelson",49700
"US-Federal-2018",2018-09-17,"US","US-Federal","diane black",47500
"US-Federal-2018",2018-09-10,"US","US-Federal","diane black",71200
"US-Federal-2018",2018-09-03,"US","US-Federal","diane black",59300
"US-Federal-2018",2018-08-27,"US","US-Federal","beto o rourke",45100
"US-Federal-2018",2018-08-13,"US","US-Federal","bill nelson",33700
"US-Federal-2018",2019-12-02,"US","US-Federal","elizabeth warren",742800
"US-Federal-2018",2019-11-25,"US","US-Federal","elizabeth warren",715100
"US-Federal-2018",2019-11-20,"US","US-Federal","elizabeth warren",692300
"US-Federal-2018",2019-11-18,"US","US-Federal","elizabeth warren",690300
"US-Federal-2018",2019-11-11,"US","US-Federal","elizabeth warren",681000
"US-Federal-2018",2019-11-04,"US","US-Federal","elizabeth warren",673300
"US-Federal-2018",2019-10-28,"US","US-Federal","elizabeth warren",673200
"US-Federal-2018",2019-10-21,"US","US-Federal","elizabeth warren",673000
